MedicalTerm,Readcode
pri_brain,"['B510000', 'B510100', 'B510300', 'B510400', 'B510500', 'B510.00', 'B510z00', 'B511.00', 'B512000', 'B512.00', 'B512z00', 'B513.00', 'B514.00', 'B515000', 'B515.00', 'B516.00', 'B517000', 'B517100', 'B517200', 'B517300', 'B517.00', 'B517z00', 'B51..00', 'B51..11', 'B51y000', 'B51y200', 'B51y.00', 'B51yz00', 'B51z.00', 'B520000', 'B520100', 'B520200', 'B520.00', 'B520z00', 'B521200', 'B521.00', 'B521z00', 'B522.00', 'B523.00', 'B523z00', 'B525.00', 'B52W.00', 'B52X.00', 'B542000', 'B542100', 'B542.00', 'B542z00', 'B543.00', 'B544.00', 'B545000', 'B545100', 'B545200', 'B545.00', 'B545z00', 'BBbB.00', 'BBbB.11', 'BBbC.00', 'BBbE.00', 'BBbF.00', 'BBbG.00', 'BBbG.11', 'BBbG.12', 'BBbH.00', 'BBbK.00', 'BBbL.00', 'BBbL.11', 'BBbM.00', 'BBbQ.00', 'BBbR.00', 'BBbS.00', 'BBbT.00', 'BBbU.00', 'BBbV.00', 'BBbW.00', 'BBbz.00', 'BBbZ.00', 'BBc2.00', 'BBc6.11', 'BBc7.11', 'BBcA.00', 'BBd2.00', 'BBd2.12', 'BBdA.00', 'ByuA000', 'ByuA100', 'ByuA200', 'ByuA300', 'ZV10y12']"
pri_breast,"['B340000', 'B340100', 'B340.00', 'B340z00', 'B341.00', 'B342.00', 'B343.00', 'B344.00', 'B345.00', 'B346.00', 'B347.00', 'B34..00', 'B34..11', 'B34y000', 'B34y.00', 'B34yz00', 'B34z.00', 'B350000', 'B350100', 'B350.00', 'B35..00', 'B35z000', 'B35z.00', 'B35zz00', 'B36..00', 'B830000', 'B830100', 'B830.00', 'BB91.00', 'BB91.11', 'BB91000', 'BB96.00', 'BB91100', 'BB92.00', 'BB93.00', 'BB94.00', 'BB94.11', 'BB9J.00', 'BB9J.11', 'BB9K000', 'BB9K.00', 'BB9M.00', 'Byu6.00', 'ByuFG00', 'ZV10300']"
pri_cervical,"['B410000', 'B410100', 'B410.00', 'B410z00', 'B411.00', 'B412.00', 'B41..00', 'B41..11', 'B41y000', 'B41y100', 'B41y.00', 'B41yz00', 'B41z.00', 'ZV10411']"
pri_kidney,"['B4A0000', 'B4A0.00', 'B4A1000', 'B4A1100', 'B4A1.00', 'B4A1z00', 'B4A2.00', 'B4A..11', 'BB5a000', 'BB5a011', 'BB5a012', 'ZV10512', 'ZV10513']"
pri_liver,"['B150000', 'B150100', 'B150200', 'B150300', 'B150.00', 'B150z00', 'B152.00', 'BB5D500', 'BB5D511', 'BB5D512', 'BB5D513', 'BB5D700', 'BB5D711', 'BB5D800', 'Byu1100', 'ZV10015']"
pri_lung,"['B220100', 'B220.00', 'B220z00', 'B221000', 'B221100', 'B221.00', 'B221z00', 'B222000', 'B222100', 'B222.00', 'B222.11', 'B222z00', 'B223000', 'B223100', 'B223.00', 'B223z00', 'B224000', 'B224100', 'B224.00', 'B224z00', 'B225.00', 'B22..00', 'B22y.00', 'B22z.00', 'B22z.11', 'BB5S200', 'BB5S211', 'BB5S212', 'BB5S400', 'Byu2000', 'ZV10100', 'ZV10111', 'ZV10112']"
pri_melanoma,"['1425000.0', '4M3..00', '4M70.00', '4M71.00', '4M72.00', '4M73.00', '4M74.00', '7G03J00', 'B320.00', 'B321.00', 'B322000', 'B322100', 'B322.00', 'B322z00', 'B323000', 'B323100', 'B323200', 'B323300', 'B323400', 'B323500', 'B323.00', 'B323z00', 'B324000', 'B324100', 'B324.00', 'B324z00', 'B325000', 'B325100', 'B325200', 'B325300', 'B325400', 'B325500', 'B325600', 'B325700', 'B325800', 'B325.00', 'B325z00', 'B326000', 'B326100', 'B326200', 'B326300', 'B326400', 'B326500', 'B326.00', 'B326z00', 'B327000', 'B327100', 'B327200', 'B327300', 'B327400', 'B327500', 'B327600', 'B327700', 'B327800', 'B327900', 'B327.00', 'B327z00', 'B32..00', 'B32y000', 'B32y.00', 'B32z.00', 'BBE1000', 'BBE1100', 'BBE1.00', 'BBE1.11', 'BBE1.12', 'BBE1.13', 'BBE2.00', 'BBE4.00', 'BBEA.00', 'BBEC.00', 'BBEF.00', 'BBEF.11', 'BBEG000', 'BBEG.00', 'BBEG.11', 'BBEH.00', 'BBEM.00', 'BBEN.11', 'BBEP.00', 'BBEQ.00', 'BBES.00', 'BBET.00', 'Byu4000', 'Byu4100']"
pri_mesothelioma,"['BBP1.00', 'BBP3.11', 'BBP5.00', 'BBP7.00']"
pri_multindep,"['B592.00', 'ByuE000', 'ByuE.00']"
pri_oesoph,"['B100.00', 'B101.00', 'B102.00', 'B103.00', 'B104.00', 'B105.00', 'B106.00', 'B107.00', 'B10..00', 'B10y.00', 'B10z.00', 'B10z.11', 'ZV10016']"
pri_oroph,"['B000000', 'B000100', 'B000.00', 'B000z00', 'B001000', 'B001100', 'B001.00', 'B001z00', 'B002100', 'B002200', 'B002300', 'B002.00', 'B002z00', 'B003000', 'B003100', 'B003200', 'B003300', 'B003.00', 'B003z00', 'B004000', 'B004200', 'B004300', 'B004.00', 'B005.00', 'B006.00', 'B007.00', 'B00..00', 'B00..11', 'B00z000', 'B00z100', 'B00zz00', 'B010000', 'B010.00', 'B010.11', 'B010z00', 'B011100', 'B011.00', 'B011z00', 'B012.00', 'B013000', 'B013100', 'B013.00', 'B013z00', 'B014.00', 'B015.00', 'B016.00', 'B017.00', 'B01..00', 'B01y.00', 'B01z.00', 'B020.00', 'B021.00', 'B022.00', 'B02..00', 'B02y.00', 'B02z.00', 'B030.00', 'B031.00', 'B03..00', 'B03y.00', 'B03z.00', 'B040.00', 'B041.00', 'B042.00', 'B04..00', 'B04y.00', 'B04z.00', 'B050.00', 'B050.11', 'B051000', 'B051100', 'B051.00', 'B052.00', 'B053.00', 'B054.00', 'B055000', 'B055100', 'B055.00', 'B055z00', 'B056.00', 'B05..00', 'B05y.00', 'B05z.00', 'B060000', 'B060100', 'B060200', 'B060.00', 'B060z00', 'B061.00', 'B062000', 'B062100', 'B062200', 'B062300', 'B062.00', 'B062z00', 'B063.00', 'B064000', 'B064100', 'B064.00', 'B064z00', 'B065.00', 'B066.00', 'B067.00', 'B06..00', 'B06y.00', 'B06yz00', 'B06z.00', 'B070.00', 'B071000', 'B071100', 'B071.00', 'B071z00', 'B072000', 'B072.00', 'B072z00', 'B073100', 'B073200', 'B073.00', 'B073z00', 'B074.00', 'B07..00', 'B07y.00', 'B07z.00', 'B080.00', 'B081.00', 'B082.00', 'B083.00', 'B08..00', 'B08y.00', 'B08z.00', 'B0...00', 'B0...11', 'B0z0.00', 'B0z1.00', 'B0z2.00', 'B0z..00', 'B0zy.00', 'B0zz.00', 'BB5y000', 'Byu0.00', 'ZV10019', 'ZV10y16']"
pri_other,"['4M20.00', '4M21.00', '4M22.00', '4M23.00', '7G03K00', 'A789500', 'A789511', 'B120.00', 'B121.00', 'B122.00', 'B123.00', 'B124.00', 'B12..00', 'B12y.00', 'B12z.00', 'B15..00', 'B15z.00', 'B160.00', 'B160.11', 'B16..00', 'B16y.00', 'B16z.00', 'B180100', 'B180200', 'B180.00', 'B180z00', 'B182.00', 'B18..00', 'B18y100', 'B18y200', 'B18y300', 'B18y400', 'B18y500', 'B18y600', 'B18y700', 'B18y.00', 'B18yz00', 'B18z.00', 'B1z0.00', 'B1z1000', 'B1z1100', 'B1z1.00', 'B1z1z00', 'B1z2.00', 'B1z..00', 'B1zy.00', 'B1zz.00', 'B200000', 'B200100', 'B200200', 'B200300', 'B200.00', 'B200z00', 'B201000', 'B201100', 'B201200', 'B201300', 'B201.00', 'B201z00', 'B202.00', 'B203.00', 'B204.00', 'B205.00', 'B206.00', 'B20..00', 'B20y.00', 'B20z.00', 'B210.00', 'B211.00', 'B212.00', 'B213000', 'B213100', 'B213200', 'B213300', 'B213.00', 'B213z00', 'B214.00', 'B215.00', 'B21..00', 'B21y.00', 'B21z.00', 'B230.00', 'B231.00', 'B23..00', 'B23y.00', 'B23z.00', 'B240.00', 'B241000', 'B241200', 'B241300', 'B241.00', 'B241z00', 'B242.00', 'B243.00', 'B24..00', 'B24X.00', 'B24y.00', 'B24z.00', 'B25..00', 'B26..00', 'B2z0.00', 'B2z..00', 'B2zy.00', 'B2zz.00', 'B310000', 'B310100', 'B310200', 'B310300', 'B310400', 'B310500', 'B310.00', 'B310z00', 'B311000', 'B311100', 'B311200', 'B311300', 'B311400', 'B311500', 'B311.00', 'B311z00', 'B312000', 'B312100', 'B312200', 'B312300', 'B312400', 'B312500', 'B312.00', 'B312z00', 'B313000', 'B313100', 'B313200', 'B313300', 'B313.00', 'B313z00', 'B314000', 'B314100', 'B314.00', 'B314z00', 'B315000', 'B315100', 'B315200', 'B315300', 'B315.00', 'B315z00', 'B316.00', 'B31y.00', 'B31z000', 'B31z.00', 'B420.00', 'B42..00', 'B441.00', 'B442.00', 'B443.00', 'B44..00', 'B44y.00', 'B44z.00', 'B450100', 'B450.00', 'B450z00', 'B451000', 'B451.00', 'B451z00', 'B452.00', 'B453.00', 'B454.00', 'B454.11', 'B45..00', 'B45X.00', 'B45y000', 'B45y.00', 'B45z.00', 'B480.00', 'B481.00', 'B482.00', 'B483.00', 'B484.00', 'B485.00', 'B486.00', 'B487.00', 'B48y000', 'B48y100', 'B48y200', 'B48y.00', 'B48yz00', 'B48z.00', 'B4A3.00', 'B4A4.00', 'B4A..00', 'B4Ay000', 'B4Ay.00', 'B4Az.00', 'B500000', 'B500100', 'B500200', 'B500.00', 'B500z00', 'B501000', 'B501.00', 'B501z00', 'B502.00', 'B503.00', 'B504.00', 'B505.00', 'B506.00', 'B507000', 'B507100', 'B507.00', 'B508.00', 'B50..00', 'B50y.00', 'B50z.00', 'B524000', 'B524100', 'B524200', 'B524300', 'B524400', 'B524500', 'B524600', 'B524.00', 'B524W00', 'B52y.00', 'B52z.00', 'B52..00', 'B540000', 'B540100', 'B540.00', 'B540.11', 'B540z00', 'B541.00', 'B54X.00', 'B54y.00', 'B54z.00', 'B550000', 'B550100', 'B550200', 'B550300', 'B550400', 'B550500', 'B550.00', 'B550z00', 'B551000', 'B551100', 'B551200', 'B551.00', 'B551z00', 'B552.00', 'B553000', 'B553100', 'B553200', 'B553.00', 'B553z00', 'B554.00', 'B555.00', 'B55y000', 'B55y100', 'B55y200', 'B55y.00', 'B55yz00', 'B55z.00', 'B591.00', 'B592X00', 'B593.00', 'B595.00', 'B59..00', 'B59z.00', 'B59zX00', 'B5...00', 'B5...11', 'B5y..00', 'B5z..00', 'B623000', 'B623100', 'B623300', 'B623.00', 'B623z00', 'B625000', 'B625200', 'B625800', 'B625.00', 'B625.11', 'B625z00', 'B626000', 'B626500', 'B626800', 'B626.00', 'B626z00', 'B62x500', 'B62x600', 'B62z000', 'B62z100', 'B62z200', 'B62z300', 'B62z400', 'B62z500', 'B62z600', 'B62z800', 'B62z.00', 'B62zz00', 'B62zz11', 'B63y.00', 'B63z.00', 'B6y..00', 'B6z0.00', 'B6z..00', 'BB5h100', 'BB57.00', 'BBcC.00', 'BBcC.11', 'BBcD.11', 'BBm4.00', 'BBT1.00', 'BBT7100', 'Byu1200', 'Byu1300', 'Byu2400', 'Byu2500', 'Byu4.00', 'Byu5300', 'Byu5400', 'Byu5500', 'Byu5700', 'Byu5800', 'Byu5900', 'Byu5B00', 'Byu7000', 'Byu7100', 'Byu7300', 'Byu8000', 'Byu8200', 'Byu9000', 'ByuB100', 'ByuB.00', 'ByuC000', 'ByuC100', 'ByuC600', 'ByuC800', 'ByuC.00', 'ByuD400', 'ByuDA00', 'ByuDB00', 'C37y000', 'C37y100', 'C37y500', 'C37y600', 'ZV10000', 'ZV10012']"
pri_ovarian,"['B440.00', 'B440.11', 'BB5j200', 'BB5j500', 'BBQA100', 'D212000', 'ZV10414']"
pri_pancr,"['B170.00', 'B171.00', 'B172.00', 'B173.00', 'B174.00', 'B175.00', 'B17..00', 'B17y000', 'B17y.00', 'B17yz00', 'B17z.00', 'BB5B100', 'BB5B300', 'BB5B500', 'BB5B600', 'BB5C100']"
pri_prost,"['1427000.0', '4M00.00', '4M01.00', '4M02.00', '4M0..00', '7B20000', '7B20200', '7B36000', '7B36500', '7B36600', '7B36700', 'B46..00', 'ZV10415']"
pri_skin,"['7G05600', '7G05D00', 'B330.00', 'B331000', 'B331100', 'B331200', 'B331.00', 'B332000', 'B332100', 'B332200', 'B332.00', 'B332z00', 'B333000', 'B333100', 'B333200', 'B333300', 'B333400', 'B333500', 'B333.00', 'B333z00', 'B334000', 'B334100', 'B334.00', 'B334z00', 'B335000', 'B335100', 'B335200', 'B335300', 'B335400', 'B335500', 'B335600', 'B335700', 'B335800', 'B335900', 'B335A00', 'B335.00', 'B335z00', 'B336000', 'B336100', 'B336200', 'B336300', 'B336400', 'B336500', 'B336.00', 'B336z00', 'B337000', 'B337100', 'B337200', 'B337300', 'B337400', 'B337500', 'B337600', 'B337700', 'B337800', 'B337900', 'B337.00', 'B337z00', 'B338.00', 'B339.00', 'B33..00', 'B33..11', 'B33..13', 'B33..14', 'B33..15', 'B33..16', 'B33X.00', 'B33y.00', 'B33z.00', 'B33z.11', 'BB2A.13', 'BB30.00', 'BB31.00', 'BB32.00', 'BB33.00', 'BB34.00', 'BB35.00', 'BB36.00', 'BB3..00', 'BB3C.00', 'BB3D.00', 'BB3E.00', 'BB3F.00', 'BB3G.00', 'BB3z.00', 'BB60100', 'BB61200', 'BB62100', 'BB69100', 'Byu4200', 'Byu4300', 'Byu5A00', 'ZV10y14']"
pri_stomach,"['B110000', 'B110100', 'B110111', 'B110.00', 'B110z00', 'B111000', 'B111100', 'B111.00', 'B111z00', 'B112.00', 'B113.00', 'B114.00', 'B115.00', 'B116.00', 'B117.00', 'B118.00', 'B119.00', 'B11..00', 'B11y000', 'B11y100', 'B11y.00', 'B11yz00', 'B11z.00', 'ZV10018']"
pri_testis,"['B470200', 'B470300', 'B470.00', 'B470z00', 'B471000', 'B471100', 'B471.00', 'B471z00', 'B47..00', 'B47z.00', 'B47z.11', 'B47z.12', 'ZV10416']"
pri_thrombocytopaenia,"['42P2.11', 'D313000', 'D313011', 'D313012', 'D313100', 'D313111', 'D313300', 'D313.00', 'D313.11', 'D313.12', 'D313.13', 'D313.14', 'D313.15', 'D313y00', 'D313z00', 'D313z11', 'Dyu3200']"
pri_thyroid,"['B53..00', 'ZV10y15']"
pri_uterine,"['B40..00', 'B430000', 'B430100', 'B430200', 'B430211', 'B430300', 'B430.00', 'B430z00', 'B431000', 'B431.00', 'B431z00', 'B432.00', 'B43..00', 'B43y.00', 'B43z.00', 'ZV10417']"
prim_pulm_htn,['G410.00']
psoriasis,"['14F2.00', 'M160000', 'M160100', 'M160200', 'M160.00', 'M160.11', 'M160z00', 'M161000', 'M161100', 'M161200', 'M161300', 'M161400', 'M161500', 'M161600', 'M161700', 'M161800', 'M161900', 'M161A00', 'M161B00', 'M161C00', 'M161D00', 'M161E00', 'M161F00', 'M161F11', 'M161H00', 'M161J00', 'M161.00', 'M161z00', 'M166.00', 'M16..00', 'M16y000', 'M16y.00', 'M16z.00', 'Myu3000', 'N045200', 'Nyu1300']"
ptosis,"['2BE2.00', '2BE..00', '2BE3.00', '2BEZ.00', '7218000.0', '7218100.0', '7218200.0', '7218300.0', '7218500.0', '7218.00', '7218y00', '7218z00', 'F4E3000', 'F4E3100', 'F4E3200', 'F4E3300', 'F4E3.00', 'F4E3z00', 'P360.00', 'P360.11']"
pulm_collapse,"['23E4.11', 'H580.00', 'H580.11', 'H580.12']"
pulm_fibrosis,"['23E5.00', '23E5.11', 'H55..00', 'H55..11', 'H563100', 'H563200', 'H563300', 'H563.00', 'H563.11', 'H563.12', 'H563.13', 'H563z00', 'Hyu5000']"
raynauds,"['G730000', 'G730100', 'G730111', 'G730.00', 'G730z00']"
reactive,"['A993.00', 'A993.11', 'M211400', 'N011400', 'N011600', 'N011.00', 'N011.12', 'N011x00', 'N011z00', 'N013400', 'N013700', 'N013.00', 'N013x00', 'N01w000', 'N01w100', 'N01w300', 'N01w500', 'N01w600', 'N01w700', 'N01w800', 'N01w900', 'N01wA00', 'N01wB00', 'N01wD00', 'N01wH00', 'N01wJ00', 'N01wK00', 'N01w.00', 'N038.00', 'Nyu0300', 'Nyu0400', 'Nyu0500']"
resp_failure,"['Fy04.00', 'H590.00', 'H591.00', 'H592.00', 'H593.00', 'H59..00', 'R2y1.00', 'R2y1z00']"
retinal_detach,"['1481.00', '7271000.0', '7271100.0', '7271.00', '7271y00', '7271z00', 'F410000', 'F410100', 'F410200', 'F410300', 'F410400', 'F410500', 'F410600', 'F410700', 'F410800', 'F410900', 'F410.00', 'F410z00', 'F413100', 'F413200', 'F413300', 'F413400', 'F413.00', 'F413z00', 'F41..00', 'F41..11', 'F41y000', 'F41y.00', 'F41yz00', 'F41z.00', 'FyuF400']"
retinal_vasc_occl,"['F423000', 'F423100', 'F423200', 'F423211', 'F423300', 'F423400', 'F423500', 'F423700', 'F423800', 'F423811', 'F423900', 'F423911', 'F423A00', 'F423.00', 'F423z00', 'F42y700', 'FyuF500', 'FyuF600']"
rh_fever,"['14A1.00', 'G00..00', 'G010.00', 'G011.00', 'G012.00', 'G01..00', 'G01y000', 'G01y.00', 'G01yz00', 'G01z.00', 'G020.00', 'G021.00', 'G02..00', 'G02..11', 'G02z.00', 'G0...00', 'G0y..00', 'G0z..00', 'G100.00', 'G102.00', 'G10..00', 'G110.11', 'G111.00', 'G111.11', 'G111.12', 'G11..11', 'G120.00', 'G121.00', 'G121.11', 'G121.12', 'G122.00', 'G12..00', 'G12z.00', 'G140000', 'G140100', 'G140111', 'G140112', 'G140200', 'G14021X', 'G14021Y', 'G140z00', 'G141000', 'G141100', 'G141200', 'G141.00', 'G141z00', 'G14..00', 'G14z.00', 'G14z.11', 'G1...00', 'G1y0.00', 'G1y..00', 'G1yz000', 'G1yz100', 'G1yz.00', 'G1yzz00', 'G1z..00', 'GA0..00', 'GA...00', 'Gyu0000', 'Gyu0.00', 'Gyu1100', 'H571.00', 'M15y600']"
rosacea,"['F4C3100', 'M153000', 'M153100', 'M153200', 'M153300', 'M153400', 'M153.00', 'M153z00', 'Myu6900']"
sarcoid,"['AD50.00', 'AD51.00', 'AD52.00', 'AD53000', 'AD53.00', 'AD54.00', 'AD55.00', 'AD5..00', 'Cyu0600', 'F013.00', 'F326300', 'F374900', 'F396500', 'G558300', 'G5y7.00', 'H57y200', 'J63A.00', 'N233200']"
schizo,"['1464.00', '146H.00', '212W.00', '212X.00', '285..11', '286..11', 'E100000', 'E100100', 'E100200', 'E100300', 'E100400', 'E100500', 'E100.00', 'E100.11', 'E100z00', 'E101000', 'E101400', 'E101500', 'E101.00', 'E101z00', 'E102000', 'E102100', 'E102400', 'E102500', 'E102.00', 'E102z00', 'E103000', 'E103100', 'E103200', 'E103300', 'E103400', 'E103500', 'E103.00', 'E103z00', 'E105000', 'E105200', 'E105500', 'E105.00', 'E105z00', 'E106.00', 'E107000', 'E107100', 'E107200', 'E107300', 'E107400', 'E107500', 'E107.00', 'E107.11', 'E107z00', 'E10..00', 'E10y000', 'E10y100', 'E10y.00', 'E10y.11', 'E10yz00', 'E10z.00', 'E120.00', 'E121.00', 'E121.11', 'E122.00', 'E12..00', 'E12y000', 'E12y.00', 'E12yz00', 'E12z.00', 'E1...00', 'E1y..00', 'E1z..00', 'Eu20000', 'Eu20011', 'Eu20100', 'Eu20111', 'Eu20200', 'Eu20211', 'Eu20212', 'Eu20213', 'Eu20214', 'Eu20300', 'Eu20311', 'Eu20400', 'Eu20500', 'Eu20511', 'Eu20600', 'Eu20.00', 'Eu20y00', 'Eu20y12', 'Eu20y13', 'Eu20z00', 'Eu21.00', 'Eu21.11', 'Eu21.12', 'Eu21.13', 'Eu21.14', 'Eu21.15', 'Eu21.16', 'Eu21.17', 'Eu22000', 'Eu22011', 'Eu22012', 'Eu22013', 'Eu22014', 'Eu22015', 'Eu22100', 'Eu22111', 'Eu22200', 'Eu22300', 'Eu22.00', 'Eu22y00', 'Eu22y11', 'Eu22y12', 'Eu22y13', 'Eu22z00', 'Eu25000', 'Eu25011', 'Eu25012', 'Eu25100', 'Eu25111', 'Eu25112', 'Eu25200', 'Eu25211', 'Eu25212', 'Eu25.00', 'Eu25y00', 'Eu25z00', 'Eu25z11', 'Eu26.00', 'Eu2..00', 'Eu2y.00', 'Eu2y.11', 'Eu2z.00', 'Eu2z.11', 'ZV11000']"
scleritis,"['F4K0000', 'F4K0100', 'F4K0200', 'F4K0300', 'F4K0400', 'F4K0500', 'F4K0600', 'F4K0700', 'F4K0711', 'F4K0.00', 'F4K0.11', 'F4K0.12', 'F4K0z00', 'FyuD800']"
scoliosis,"['2376.00', '7J44111', 'G411.00', 'N373000', 'N373100', 'N373200', 'N373300', 'N373500', 'N373600', 'N373700', 'N373.00', 'N373z00', 'N374300', 'N374A00', 'N374B00', 'N374C00', 'N374D00', 'Nyu5300', 'Nyu5400', 'Nyu5500', 'PE22.00', 'PE23.00', 'PG18.11']"
seb_derm,"['M100.00', 'M101.00', 'M101.11', 'M101.12', 'M118000', 'M118011', 'M118.00', 'M118z00', 'M15y300', 'M165100', 'M165200', 'M244.11', 'M263000', 'M263100', 'M263200', 'M263300', 'M263.00', 'M263z00', 'Myu2000']"
sec_LN,"['B560000', 'B560100', 'B560200', 'B560300', 'B560400', 'B560500', 'B560600', 'B560700', 'B560800', 'B560900', 'B560.00', 'B560z00', 'B561000', 'B561100', 'B561200', 'B561300', 'B561400', 'B561500', 'B561600', 'B561700', 'B561800', 'B561900', 'B561.00', 'B561z00', 'B562000', 'B562100', 'B562200', 'B562300', 'B562400', 'B562.00', 'B562z00', 'B563000', 'B563100', 'B563200', 'B563300', 'B563.00', 'B563z00', 'B564000', 'B564100', 'B564.00', 'B564z00', 'B565000', 'B565200', 'B565300', 'B565.00', 'B565z00', 'B56..00', 'B56..11', 'B56y.00', 'B56z.00', 'ByuC200']"
sec_adrenal,['B587.00']
sec_bone,"['B585000', 'B585.00']"
sec_bowel,"['B574000', 'B574100', 'B574200', 'B574.00', 'B574z00', 'B575000', 'B575100', 'B575.00', 'B575z00']"
sec_brain,"['B583000', 'B583100', 'B583200', 'B583.00', 'B583z00']"
sec_liver,"['B153.00', 'B577.00', 'B577.11']"
sec_lung,['B570.00']
sec_oth_thrombocytopaenia,"['42P2.00', '42P8.00', 'C391200', 'C391211', 'D314100', 'D314200', 'D314300', 'D314.00', 'D314y00', 'D314z00', 'D315.00', 'G756100']"
sec_other,"['1D18.00', '5136.00', 'B571.00', 'B573.00', 'B57..00', 'B57..11', 'B57..12', 'B57y.00', 'B57z.00', 'B580.00', 'B581000', 'B581100', 'B581200', 'B581.00', 'B581z00', 'B582000', 'B582100', 'B582200', 'B582300', 'B582400', 'B582500', 'B582600', 'B582.00', 'B582z00', 'B584.00', 'B586.00', 'B58..00', 'B58..11', 'B58y000', 'B58y100', 'B58y200', 'B58y211', 'B58y300', 'B58y400', 'B58y411', 'B58y500', 'B58y600', 'B58y700', 'B58y800', 'B58y900', 'B58y.00', 'B58yz00', 'B58z.00', 'B590.00', 'B590.11', 'B594.00', 'BB03.00', 'BB03.11', 'BB13.00', 'BB13.11', 'BB2B.00', 'BB53.00', 'BB85100', 'BBy2.00', 'ByuC300', 'ByuC400', 'ByuC500', 'ByuC600', 'ByuC700']"
sec_peritoneum,"['B576000', 'B576100', 'B576200', 'B576.00', 'B576z00']"
sec_pleura,['B572.00']
sec_pulm_htn,"['G41y000', 'G41y100']"
sepsis_newborn,"['Q408200', 'Q408400', 'Q408500', 'Q408600', 'Q40A000', 'Q40A100', 'Q40A200', 'Q40A300', 'Q40A.00', 'Q40W.00', 'Q40y000', 'Q40y011', 'Q40y012', 'Q40y100', 'Q40y200', 'Q40y.00', 'Q40yz00', 'Q40z.00', 'Qyu4100', 'Qyu4200', 'Qyu4800']"
sick_sinus,"['G57y300', 'G57y400']"
sickle_cell,"['1458.00', 'D104211', 'D106000', 'D106100', 'D106200', 'D106300', 'D106400', 'D106500', 'D106.00', 'D106z00', 'Dyu1200', 'F422100', 'K0G..00']"
sickle_trait,"['677C600', 'D105.00']"
sinusitis,"['H01..11', 'H130.00', 'H130.11', 'H130.12', 'H131.00', 'H131.11', 'H132.00', 'H133.00', 'H135.00', 'H13..00', 'H13..11', 'H13y000', 'H13y100', 'H13y.00', 'H13yz00', 'H13z.00', 'H17..12', 'Hyu2200']"
sjogren,"['F396700', 'H57y300', 'N002.00']"
sleep_apnoea,"['Fy03.00', 'Fy03.11', 'H5B0.00', 'H5B..00', 'R005100', 'R005300', 'R005311', 'R005312']"
spina_bifida,"['7010111.0', '7043100.0', '7043200.0', '7043.00', '7043y00', '7043z00', 'P100000', 'P100100', 'P100200', 'P100300', 'P100.00', 'P100z00', 'P101.11', 'P102200', 'P102300', 'P102400', 'P102.00', 'P102.11', 'P102.13', 'P102.14', 'P102z00', 'P103300', 'P103400', 'P103.00', 'P103z11', 'P104.00', 'P105.00', 'P10..00', 'P10y000', 'P10y.00', 'P10z.00', 'P110000', 'P110100', 'P110200', 'P110300', 'P110z00', 'P111.00', 'P112.00', 'P113000', 'P113100', 'P113200', 'P113300', 'P113.00', 'P113z00', 'P114000', 'P114100', 'P114200', 'P114300', 'P114.00', 'P114z00', 'P115100', 'P115300', 'P115.00', 'P115z00', 'P116100', 'P116300', 'P116.00', 'P116z00', 'P117200', 'P117300', 'P117400', 'P117.00', 'P117.11', 'P117.12', 'P117z00', 'P118000', 'P118100', 'P118300', 'P118400', 'P118.00', 'P118z00', 'P11..00', 'P11y.00', 'P11y.11', 'P11z.00', 'P1...00', 'P1z..00', 'PG17.00', 'Pyu0400']"
spinal_stenosis,"['N130000', 'N130100', 'N130300', 'N130.00', 'N140000', 'N140100', 'N140200', 'N140300', 'N140400', 'N140600', 'N140700', 'N140800', 'N140900', 'N140A00', 'N140.00', 'N140.11', 'N140z00', 'Zw04300', 'Zw04400', 'Zw04500']"
splenomegaly,"['D414.00', 'D415100', 'J61y200', 'PK03.00', 'PK03.11', 'R092000', 'R092.00', 'R092z00']"
spondylolisthesis,"['7J34112', '7J48500', '7J48511', '7J48K00', '7J48L00', 'N384000', 'N384100', 'N384200', 'N384300', 'N384.00', 'Zw04600', 'Zw04700', 'Zw04800', 'Zw04900']"
spondylosis,"['F163200', 'F337200', 'N110000', 'N110100', 'N110200', 'N110.00', 'N110.11', 'N110.12', 'N111000', 'N111100', 'N111200', 'N111.00', 'N112000', 'N112100', 'N112200', 'N112300', 'N112.00', 'N112.11', 'N113000', 'N113200', 'N113.00', 'N114000', 'N114100', 'N114200', 'N114.00', 'N114.11', 'N114.12', 'N115000', 'N115100', 'N115200', 'N115.00', 'N119000', 'N119100', 'N119200', 'N119.00', 'N11A.00', 'N11B000', 'N11B100', 'N11B200', 'N11B.00', 'N11C000', 'N11C100', 'N11C200', 'N11C.00', 'N11D000', 'N11D100', 'N11D200', 'N11D300', 'N11D.00', 'N11E.00', 'N11..00', 'N11..11', 'N11..12', 'N11z000', 'N11z100', 'N11z.00', 'N11z.11', 'N11zz00', 'Nyu6300', 'Nyu6400']"
